"","Mod","Domain","Dimen","Sample","C_Smoothness","C_Range","Neighbors","Seed_off","MSE_Laplace","MSE_VL","MSE_VL_z","MSE_LowRank","LS_Laplace","LS_VL","LS_VL_z","LS_LowRank","Time_Laplace","Time_VL","Time_VL_z","Time_LowRank","Iter_Laplace","Iter_VL","Iter_VL_z","Iter_LowRank"
"1",2,10,2,32400,0.5,0.3,10,277867,1.069012,0.3900099,0.4285467,0.8609434,0,0,0,0,-1,4.233631,4.621321,2.175395,-1,6,6,4
"2",3,10,2,32400,0.5,0.3,10,521458,1.017448,0.2303679,0.2323298,0.4988625,0,0,0,0,-1,18.0923,23.03252,17.83587,-1,31,33,36
"3",4,10,2,32400,0.5,0.3,10,930070,0.9364489,0.1830178,0.1756886,0.3771573,0,0,0,0,-1,6.558005,8.345377,3.78477,-1,11,11,7
"4",2,10,2,74529,0.5,0.3,10,657146,0.9754367,0.3024808,0.3694938,0.8017471,0,0,0,0,-1,7.803896,9.02107,4.697067,-1,6,6,4
"5",3,10,2,74529,0.5,0.3,10,860273,1.10004,0.1794345,0.1922889,0.5309379,0,0,0,0,-1,43.82634,55.09719,40.95731,-1,34,35,36
"6",4,10,2,74529,0.5,0.3,10,468328,1.012566,0.1429845,0.1377674,0.397763,0,0,0,0,-1,17.37266,20.59834,9.637305,-1,13,13,8
"7",2,10,2,149769,0.5,0.3,10,240150,0.9779511,0.2392182,0.3261513,0.7915767,0,0,0,0,-1,18.47006,20.40641,12.35892,-1,7,6,5
"8",3,10,2,149769,0.5,0.3,10,636017,0.9186016,0.1476936,0.1553768,0.4496877,0,0,0,0,-1,107.5396,144.8599,85.14018,-1,41,45,39
"9",4,10,2,149769,0.5,0.3,10,884011,0.9956206,0.1116036,0.107515,0.3925905,0,0,0,0,-1,45.01769,47.12219,18.02831,-1,17,15,8
"10",2,10,2,302500,0.5,0.3,10,458643,1.018531,0.1890061,0.3082232,0.8157213,0,0,0,0,-1,36.90309,37.29689,22.74295,-1,7,6,5
"11",3,10,2,302500,0.5,0.3,10,639701,1.073633,0.1117166,0.1413527,0.5108603,0,0,0,0,-1,160.3647,193.2826,143.705,-1,29,31,32
"12",4,10,2,302500,0.5,0.3,10,216396,1.071727,0.08580251,0.0836356,0.3825014,0,0,0,0,-1,103.0288,97.73957,36.15856,-1,19,15,8
"13",2,10,2,32400,0.5,0.3,10,839202,0.9888522,0.3799974,0.4173292,0.8031315,0,0,0,0,-1,4.030073,3.912404,2.048669,-1,7,6,4
"14",3,10,2,32400,0.5,0.3,10,391904,1.111761,0.2323729,0.2350103,0.5225901,0,0,0,0,-1,15.95338,20.75351,17.92466,-1,27,29,32
"15",4,10,2,32400,0.5,0.3,10,22025,0.9912154,0.1818374,0.1737487,0.3868455,0,0,0,0,-1,7.241962,10.17805,4.076709,-1,13,14,8
"16",2,10,2,74529,0.5,0.3,10,132940,0.985497,0.2996424,0.3645532,0.8100399,0,0,0,0,-1,7.8318,10.15413,5.140936,-1,6,6,4
"17",3,10,2,74529,0.5,0.3,10,435518,0.9996332,0.1774256,0.1788145,0.4532422,0,0,0,0,-1,59.40879,70.66236,48.7791,-1,44,44,41
"18",4,10,2,74529,0.5,0.3,10,358205,1.017691,0.1332819,0.128301,0.3958896,0,0,0,0,-1,22.91539,23.67465,9.515712,-1,17,15,8
"19",2,10,2,149769,0.5,0.3,10,532616,0.9614338,0.2461106,0.3283149,0.7679586,0,0,0,0,-1,15.54247,18.45647,10.9131,-1,6,6,5
"20",3,10,2,149769,0.5,0.3,10,136123,0.990691,0.1510724,0.1676115,0.4823217,0,0,0,0,-1,59.25994,72.85051,47.9161,-1,23,24,22
"21",4,10,2,149769,0.5,0.3,10,995407,0.97077,0.1079254,0.104367,0.3883074,0,0,0,0,-1,43.63905,45.80762,17.61477,-1,17,15,8
"22",2,10,2,302500,0.5,0.3,10,936421,0.9808777,0.1935581,0.3055221,0.8005224,0,0,0,0,-1,40.16346,41.68858,18.63311,-1,7,6,4
"23",3,10,2,302500,0.5,0.3,10,284158,1.002524,0.1126996,0.139432,0.5059883,0,0,0,0,-1,163.9959,203.4658,116.003,-1,31,32,25
"24",4,10,2,302500,0.5,0.3,10,129864,0.922517,0.08876924,0.08813968,0.3844889,0,0,0,0,-1,138.0693,103.5587,35.10212,-1,26,17,8
"25",2,10,2,32400,0.5,0.3,10,457144,1.027244,0.385011,0.4186926,0.8101629,0,0,0,0,-1,4.209161,4.635478,2.690795,-1,6,6,5
"26",3,10,2,32400,0.5,0.3,10,742298,1.013666,0.216272,0.2173727,0.4755627,0,0,0,0,-1,12.80214,15.70958,12.22481,-1,22,22,24
"27",4,10,2,32400,0.5,0.3,10,212258,1.004538,0.1676842,0.1602642,0.3905926,0,0,0,0,-1,8.455435,9.587046,4.304389,-1,14,13,8
"28",2,10,2,74529,0.5,0.3,10,926048,1.059206,0.2942192,0.3717829,0.8554744,0,0,0,0,-1,8.041623,9.922539,4.944904,-1,6,6,4
"29",3,10,2,74529,0.5,0.3,10,564253,0.9932149,0.1793316,0.1874603,0.4856934,0,0,0,0,-1,24.50073,29.86078,22.99519,-1,19,19,20
"30",4,10,2,74529,0.5,0.3,10,331416,0.9691598,0.1413983,0.1364469,0.3832527,0,0,0,0,-1,40.5172,29.30011,9.153502,-1,31,19,8
"31",2,10,2,149769,0.5,0.3,10,709403,0.9151618,0.2438659,0.3197334,0.7468046,0,0,0,0,-1,16.185,18.89384,11.08396,-1,6,6,5
"32",3,10,2,149769,0.5,0.3,10,969033,1.057774,0.1400078,0.156294,0.4831209,0,0,0,0,-1,70.91304,91.0981,63.33368,-1,28,29,29
"33",4,10,2,149769,0.5,0.3,10,649662,0.9846113,0.1086793,0.1053833,0.393085,0,0,0,0,-1,39.76436,45.75763,20.82397,-1,15,14,9
"34",2,10,2,302500,0.5,0.3,10,732359,0.9637689,0.1973668,0.3038662,0.7742952,0,0,0,0,-1,40.59695,38.29344,17.89465,-1,7,6,4
"35",3,10,2,302500,0.5,0.3,10,909121,0.8994718,0.1145081,0.1273136,0.4286618,0,0,0,0,-1,219.0022,239.6467,165.3855,-1,40,38,36
"36",4,10,2,302500,0.5,0.3,10,101767,0.9602874,0.08594333,0.08422501,0.3850672,0,0,0,0,-1,106.6926,106.5304,40.79155,-1,19,16,9
"37",2,10,2,32400,0.5,0.3,10,91710,0.9824631,0.3843636,0.4206819,0.804276,0,0,0,0,-1,3.361059,4.037811,2.021634,-1,6,6,4
"38",3,10,2,32400,0.5,0.3,10,387682,0.9948989,0.2166708,0.2151817,0.4675461,0,0,0,0,-1,18.73634,24.3187,16.01091,-1,31,33,30
"39",4,10,2,32400,0.5,0.3,10,150814,0.9296601,0.1760795,0.1694389,0.3711433,0,0,0,0,-1,7.613931,9.241682,3.380624,-1,14,13,7
"40",2,10,2,74529,0.5,0.3,10,26496,1.068792,0.3020791,0.3747632,0.8530505,0,0,0,0,-1,8.276868,9.675688,5.009335,-1,6,6,4
"41",3,10,2,74529,0.5,0.3,10,777524,1.074384,0.1804557,0.1896984,0.4919006,0,0,0,0,-1,30.94004,40.95151,30.0145,-1,24,26,26
"42",4,10,2,74529,0.5,0.3,10,879421,0.9425705,0.1384219,0.1335008,0.3790235,0,0,0,0,-1,17.38018,20.26453,9.004955,-1,13,13,8
"43",2,10,2,149769,0.5,0.3,10,502254,0.9360907,0.2487076,0.3262336,0.7529728,0,0,0,0,-1,15.54049,18.45494,11.06785,-1,6,6,5
"44",3,10,2,149769,0.5,0.3,10,301419,0.9738296,0.1556586,0.1708727,0.4989329,0,0,0,0,-1,92.55159,112.9502,71.58661,-1,35,35,32
"45",4,10,2,149769,0.5,0.3,10,360907,1.049766,0.1128069,0.1093606,0.4023524,0,0,0,0,-1,71.83277,57.25641,17.43046,-1,28,18,8
"46",2,10,2,302500,0.5,0.3,10,738861,0.9880394,0.2005123,0.3081567,0.7995617,0,0,0,0,-1,38.71625,38.27963,22.89151,-1,7,6,5
"47",3,10,2,302500,0.5,0.3,10,915244,1.049624,0.1104005,0.1309646,0.4773639,0,0,0,0,-1,175.0073,222.2406,141.3896,-1,32,35,31
"48",4,10,2,302500,0.5,0.3,10,301899,0.9757068,0.09309037,0.09201011,0.3940685,0,0,0,0,-1,98.06825,96.26178,43.33641,-1,18,15,9
"49",2,10,2,32400,0.5,0.3,10,822620,0.9291029,0.3614458,0.400135,0.7681139,0,0,0,0,-1,3.31158,4.075436,1.953098,-1,6,6,4
"50",3,10,2,32400,0.5,0.3,10,155126,1.040306,0.2214814,0.2206923,0.4747202,0,0,0,0,-1,18.2029,22.39421,18.93129,-1,30,31,35
"51",4,10,2,32400,0.5,0.3,10,430376,1.036935,0.1740466,0.1670649,0.4059594,0,0,0,0,-1,7.811945,9.798661,4.180884,-1,13,13,8
"52",2,10,2,74529,0.5,0.3,10,262939,1.028359,0.298743,0.371055,0.8212186,0,0,0,0,-1,9.582057,9.534596,6.048012,-1,7,6,5
"53",3,10,2,74529,0.5,0.3,10,915091,0.9930632,0.1771516,0.1859881,0.4945978,0,0,0,0,-1,54.0622,79.52643,44.98093,-1,42,50,40
"54",4,10,2,74529,0.5,0.3,10,830832,0.9568199,0.1303896,0.1249114,0.3906616,0,0,0,0,-1,19.76295,24.087,9.358761,-1,15,15,8
"55",2,10,2,149769,0.5,0.3,10,155542,0.9684064,0.2488077,0.3323449,0.7796898,0,0,0,0,-1,18.74114,18.74203,11.52158,-1,7,6,5
"56",3,10,2,149769,0.5,0.3,10,738852,0.9612346,0.142628,0.1551142,0.4710827,0,0,0,0,-1,66.90725,78.36277,57.84685,-1,26,25,25
"57",4,10,2,149769,0.5,0.3,10,815671,0.9900517,0.1148243,0.1106436,0.3932808,0,0,0,0,-1,55.9732,48.40889,19.66179,-1,22,16,9
"58",2,10,2,302500,0.5,0.3,10,870908,1.04458,0.1973626,0.3205839,0.8470995,0,0,0,0,-1,38.09589,36.84277,17.86695,-1,7,6,4
"59",3,10,2,302500,0.5,0.3,10,30613,0.9698126,0.1233338,0.1488742,0.5074399,0,0,0,0,-1,130.4845,162.7512,113.4608,-1,23,25,25
"60",4,10,2,302500,0.5,0.3,10,62159,0.9878418,0.08394122,0.08215123,0.377625,0,0,0,0,-1,120.8265,100.7466,40.29842,-1,22,16,9
"61",2,10,2,32400,0.5,0.3,10,166666,1.024488,0.3887793,0.4251558,0.8295208,0,0,0,0,-1,3.474039,3.977674,1.998793,-1,6,6,4
"62",3,10,2,32400,0.5,0.3,10,863102,1.056589,0.2366118,0.2416714,0.492337,0,0,0,0,-1,12.9235,18.66384,12.94853,-1,23,25,24
"63",4,10,2,32400,0.5,0.3,10,145107,0.9790527,0.1720476,0.1654162,0.3909271,0,0,0,0,-1,8.049748,8.632119,3.876472,-1,13,12,7
"64",2,10,2,74529,0.5,0.3,10,384080,1.037929,0.2976667,0.3633566,0.8443381,0,0,0,0,-1,8.110294,9.648262,4.690667,-1,6,6,4
"65",3,10,2,74529,0.5,0.3,10,84980,1.003156,0.1898661,0.1972872,0.4996508,0,0,0,0,-1,35.815,42.79042,28.25088,-1,27,27,24
"66",4,10,2,74529,0.5,0.3,10,783727,0.9204341,0.1285461,0.1228258,0.3777967,0,0,0,0,-1,22.74273,22.01269,9.271375,-1,17,14,8
"67",2,10,2,149769,0.5,0.3,10,965486,1.021275,0.251031,0.3449054,0.8348932,0,0,0,0,-1,18.33714,18.29154,9.24187,-1,7,6,4
"68",3,10,2,149769,0.5,0.3,10,175201,1.030196,0.136759,0.1504676,0.4774251,0,0,0,0,-1,79.81846,101.5929,74.48623,-1,30,33,33
"69",4,10,2,149769,0.5,0.3,10,276,1.016242,0.1149065,0.1111131,0.3921439,0,0,0,0,-1,42.5994,42.25583,18.23107,-1,16,14,8
"70",2,10,2,302500,0.5,0.3,10,749064,0.9943178,0.2043156,0.3164892,0.8078836,0,0,0,0,-1,39.83216,39.6667,23.23039,-1,7,6,5
"71",3,10,2,302500,0.5,0.3,10,107335,0.9427849,0.1252511,0.1457721,0.4833354,0,0,0,0,-1,203.4984,246.3417,185.113,-1,38,40,42
"72",4,10,2,302500,0.5,0.3,10,703261,1.011103,0.08710609,0.08626535,0.3890593,0,0,0,0,-1,103.178,96.82153,41.76205,-1,19,15,9
"73",2,10,2,32400,0.5,0.3,10,43242,0.9872318,0.3657891,0.4081809,0.7983997,0,0,0,0,-1,3.348136,4.021598,1.996468,-1,6,6,4
"74",3,10,2,32400,0.5,0.3,10,438623,0.9368921,0.2225809,0.2280897,0.5102973,0,0,0,0,-1,8.512413,9.909322,7.916718,-1,14,14,15
"75",4,10,2,32400,0.5,0.3,10,771851,1.00284,0.1738669,0.1657258,0.3810535,0,0,0,0,-1,7.862085,9.235914,4.222578,-1,13,13,8
"76",2,10,2,74529,0.5,0.3,10,586771,0.9419546,0.3037393,0.3582613,0.7801836,0,0,0,0,-1,7.800853,10.01059,4.721087,-1,6,6,4
"77",3,10,2,74529,0.5,0.3,10,711848,0.8765385,0.1842514,0.1924679,0.4743223,0,0,0,0,-1,31.04953,37.33374,27.28828,-1,24,24,24
"78",4,10,2,74529,0.5,0.3,10,347551,0.9621515,0.1359691,0.1311885,0.3810766,0,0,0,0,-1,22.62532,22.89765,13.47743,-1,17,14,11
"79",2,10,2,149769,0.5,0.3,10,307745,0.8733763,0.2380367,0.3119358,0.7260236,0,0,0,0,-1,16.15515,19.38472,9.596256,-1,6,6,4
"80",3,10,2,149769,0.5,0.3,10,394813,1.025653,0.1488744,0.1634875,0.4858974,0,0,0,0,-1,96.67032,120.1718,84.3735,-1,37,38,37
"81",4,10,2,149769,0.5,0.3,10,896149,0.9483106,0.1081978,0.1040716,0.3869604,0,0,0,0,-1,45.61377,44.53998,18.92674,-1,17,14,8
"82",2,10,2,302500,0.5,0.3,10,940593,1.062177,0.1930261,0.3213531,0.8492773,0,0,0,0,-1,39.1852,36.67916,22.2606,-1,7,6,5
"83",3,10,2,302500,0.5,0.3,10,469294,0.9859593,0.1137157,0.138128,0.4880515,0,0,0,0,-1,248.4236,331.8806,149.9945,-1,46,50,33
"84",4,10,2,302500,0.5,0.3,10,448828,0.9913483,0.09235763,0.08991334,0.3860601,0,0,0,0,-1,144.5611,106.2354,49.93992,-1,26,17,11
"85",2,10,2,32400,0.5,0.3,10,342450,1.015285,0.375739,0.4231694,0.8258097,0,0,0,0,-1,3.758633,4.217129,1.927835,-1,6,6,4
"86",3,10,2,32400,0.5,0.3,10,431891,1.05494,0.2116696,0.2150056,0.4806725,0,0,0,0,-1,18.13343,26.0349,14.30772,-1,33,35,29
"87",4,10,2,32400,0.5,0.3,10,750381,0.96476,0.1834456,0.1764419,0.3878402,0,0,0,0,-1,7.305783,9.036539,3.786897,-1,12,12,7
"88",2,10,2,74529,0.5,0.3,10,494627,1.028734,0.3028067,0.3690537,0.8293759,0,0,0,0,-1,8.092813,9.397629,4.679482,-1,6,6,4
"89",3,10,2,74529,0.5,0.3,10,355544,0.9859528,0.1831237,0.1896991,0.4729367,0,0,0,0,-1,50.37652,67.06885,54.32386,-1,39,42,48
"90",4,10,2,74529,0.5,0.3,10,973298,1.005102,0.1379359,0.1331349,0.3891208,0,0,0,0,-1,18.37519,20.62498,8.92572,-1,14,13,8
"91",2,10,2,149769,0.5,0.3,10,569463,0.9784614,0.2469969,0.3291802,0.7962525,0,0,0,0,-1,18.985,17.77097,9.125886,-1,7,6,4
"92",3,10,2,149769,0.5,0.3,10,365156,0.896958,0.1419968,0.1497131,0.4510242,0,0,0,0,-1,80.45928,100.6477,68.37148,-1,31,32,31
"93",4,10,2,149769,0.5,0.3,10,243569,1.025074,0.1102404,0.1064238,0.3923018,0,0,0,0,-1,49.55625,51.32312,18.20315,-1,19,16,8
"94",2,10,2,302500,0.5,0.3,10,759782,0.9843134,0.2010807,0.3090291,0.8031051,0,0,0,0,-1,33.21543,39.33825,18.12669,-1,6,6,4
"95",3,10,2,302500,0.5,0.3,10,779872,1.040368,0.1229534,0.1434517,0.4806978,0,0,0,0,-1,203.3602,266.044,163.9354,-1,37,41,36
"96",4,10,2,302500,0.5,0.3,10,100604,1.033531,0.08964996,0.08877846,0.3908799,0,0,0,0,-1,93.47514,84.93091,36.85994,-1,17,14,8
"97",2,10,2,32400,0.5,0.3,10,362296,0.9949701,0.3930911,0.4294281,0.8127905,0,0,0,0,-1,3.519889,4.21216,2.053378,-1,6,6,4
"98",3,10,2,32400,0.5,0.3,10,191484,0.9719494,0.2279515,0.2287242,0.489653,0,0,0,0,-1,11.2586,13.42886,10.53062,-1,19,19,20
"99",4,10,2,32400,0.5,0.3,10,434409,0.9657916,0.1730725,0.166649,0.3846102,0,0,0,0,-1,7.016546,8.251613,4.749028,-1,12,12,9
"100",2,10,2,74529,0.5,0.3,10,651798,1.075933,0.3047232,0.3804141,0.87518,0,0,0,0,-1,7.793661,10.07311,5.066165,-1,6,6,4
"101",3,10,2,74529,0.5,0.3,10,455950,1.056743,0.1723331,0.1781042,0.4696573,0,0,0,0,-1,44.05633,55.17972,39.09367,-1,34,36,35
"102",4,10,2,74529,0.5,0.3,10,93005,1.024501,0.1320544,0.1266538,0.4005057,0,0,0,0,-1,16.71741,17.46037,9.151815,-1,12,11,8
"103",2,10,2,149769,0.5,0.3,10,37454,0.9583445,0.2540508,0.3369708,0.780753,0,0,0,0,-1,15.82071,18.36517,10.88108,-1,6,6,5
"104",3,10,2,149769,0.5,0.3,10,440931,0.9681505,0.1525659,0.1705395,0.5033218,0,0,0,0,-1,102.8576,130.5634,90.21556,-1,40,42,42
"105",4,10,2,149769,0.5,0.3,10,272806,1.038795,0.1127218,0.1098678,0.3985196,0,0,0,0,-1,47.20462,44.90194,17.82072,-1,18,15,8
"106",2,10,2,302500,0.5,0.3,10,218322,0.9983468,0.2045455,0.3155071,0.805425,0,0,0,0,-1,37.8576,36.75568,22.5487,-1,7,6,5
"107",3,10,2,302500,0.5,0.3,10,18627,0.9950698,0.1247198,0.152702,0.5273458,0,0,0,0,-1,135.6797,166.4527,106.0189,-1,25,25,23
"108",4,10,2,302500,0.5,0.3,10,31133,0.9164686,0.0936999,0.09229761,0.382539,0,0,0,0,-1,77.30209,77.89244,35.17649,-1,14,13,8
"109",2,10,2,32400,0.5,0.3,10,380962,1.020079,0.3935184,0.4203231,0.8142235,0,0,0,0,-1,3.343487,3.991914,2.351663,-1,6,6,5
"110",3,10,2,32400,0.5,0.3,10,248895,1.040273,0.2168954,0.2191398,0.4912107,0,0,0,0,-1,18.93476,22.35474,17.06015,-1,33,33,34
"111",4,10,2,32400,0.5,0.3,10,528433,0.9576089,0.1693155,0.1621711,0.3938827,0,0,0,0,-1,6.895245,8.04607,4.6475,-1,12,11,8
"112",2,10,2,74529,0.5,0.3,10,569428,0.9564406,0.2956471,0.3570065,0.7888875,0,0,0,0,-1,8.370002,10.53874,4.877834,-1,6,6,4
"113",3,10,2,74529,0.5,0.3,10,449641,0.9824281,0.1837481,0.1927959,0.4797246,0,0,0,0,-1,35.94297,46.53802,34.09047,-1,28,28,29
"114",4,10,2,74529,0.5,0.3,10,797765,1.001243,0.1351628,0.1304455,0.3955293,0,0,0,0,-1,21.8332,23.83977,9.222698,-1,16,15,8
"115",2,10,2,149769,0.5,0.3,10,504428,1.148329,0.23746,0.3486001,0.9058978,0,0,0,0,-1,17.59215,18.27569,11.39861,-1,7,6,5
"116",3,10,2,149769,0.5,0.3,10,612425,0.9674147,0.1495993,0.1609807,0.4748427,0,0,0,0,-1,73.27366,101.8524,59.19153,-1,29,34,27
"117",4,10,2,149769,0.5,0.3,10,183994,1.11347,0.1076746,0.1044081,0.4102724,0,0,0,0,-1,35.42473,41.01063,19.22216,-1,13,13,8
"118",2,10,2,302500,0.5,0.3,10,202054,0.959122,0.2007228,0.3082159,0.7727462,0,0,0,0,-1,39.31658,37.53295,22.86743,-1,7,6,5
"119",3,10,2,302500,0.5,0.3,10,889440,1.070545,0.1196281,0.1461389,0.5095809,0,0,0,0,-1,185.082,228.3797,157.0254,-1,34,37,35
"120",4,10,2,302500,0.5,0.3,10,973043,1.022629,0.08622655,0.08560606,0.4005822,0,0,0,0,-1,103.8601,102.9139,36.12634,-1,19,16,8
"121",2,10,2,256,0.5,0.3,10,161341,0.8735235,0.8713614,0.8740948,0.8837358,-345.1195,-345.2559,-345.0656,-347.6096,0.1150517,0.1648722,0.0609324,0.04025698,4,4,4,4
"122",3,10,2,256,0.5,0.3,10,933983,0.5162063,0.5181171,0.5160909,0.5176272,-265.2843,-266.4565,-265.2115,-268.0317,0.2265453,0.1196213,0.1116939,0.07037544,8,8,8,8
"123",4,10,2,256,0.5,0.3,10,22938,0.3988812,0.3995761,0.3989476,0.3915003,-237.9311,-239.9294,-237.9305,-236.144,0.1529548,0.09300351,0.1305068,0.1140723,8,7,7,7
"124",2,10,2,625,0.5,0.3,10,191394,0.7654777,0.7656863,0.7677458,0.8028446,-784.2671,-790.9077,-784.6163,-816.502,0.6863878,0.07534838,0.08622599,0.0521884,4,4,4,4
