"","Mod","Domain","Dimen","Sample","C_Smoothness","C_Range","Neighbors","Seed_off","MSE_Laplace","MSE_VL","MSE_VL_z","MSE_LowRank","LS_Laplace","LS_VL","LS_VL_z","LS_LowRank","Time_Laplace","Time_VL","Time_VL_z","Time_LowRank","Iter_Laplace","Iter_VL","Iter_VL_z","Iter_LowRank"
"320",3,10,2,2025,0.5,0.3,10,341810,0.3836801,0.3906706,0.3855111,0.4496076,-1755.626,-1791.578,-1758.011,-2003.128,5.557848,0.3437133,0.430325,0.3278859,9,8,8,9
"321",4,10,2,2025,0.5,0.3,10,158177,0.3453855,0.3530627,0.3466888,0.4266892,-1680.979,-1723.636,-1681.942,-1966.51,5.204416,0.3597703,0.4526021,0.3086338,9,9,9,9
"322",2,10,2,4096,0.5,0.3,10,615910,0.5876537,0.6092453,0.6022201,0.8080799,-4051.276,-4256.214,-4095.846,-5385.45,16.61504,0.3990147,0.5769167,0.2993124,5,5,6,4
"323",3,10,2,4096,0.5,0.3,10,853541,0.352,0.3685763,0.3587376,0.5030083,-3235.58,-3379.358,-3252.787,-4279.02,25.46993,0.7773902,1.019142,0.8971903,10,10,10,11
"324",4,10,2,4096,0.5,0.3,10,939021,0.2803816,0.2930072,0.28419,0.3984331,-2969.626,-3094.681,-2984.745,-3848.523,21.8388,0.6697848,0.9303803,0.5855081,8,8,8,8
"325",2,10,2,8100,0.5,0.3,10,577501,0.5367679,0.5753942,0.5840833,0.8641689,-7023.623,-7614.481,-7252.407,-10898.91,60.95393,0.9448183,1.138549,0.7272446,5,5,6,5
"326",3,10,2,8100,0.5,0.3,10,449973,0.3094687,0.3266596,0.318371,0.4663393,-5627.342,-6029.709,-5705.333,-8193.288,118.4997,2.055731,2.575016,2.12945,13,12,13,14
"327",4,10,2,8100,0.5,0.3,10,392161,0.2335535,0.2452226,0.237987,0.3944232,-5050.362,-5363.232,-5110.335,-7741.959,89.65267,1.83609,2.057219,1.353052,9,9,9,9
"328",2,10,2,16900,0.5,0.3,10,966098,0.4251316,0.4532646,0.4687394,0.7883805,-12163.69,-13597.66,-12714.95,-21976.61,306.9015,1.995854,2.42398,1.610629,5,6,6,5
"329",3,10,2,16900,0.5,0.3,10,784717,0.2434696,0.261439,0.2583013,0.4911397,-9331.197,-10315.92,-9577.892,-17436.29,1070.437,8.023918,10.61299,9.409789,24,24,24,29
"330",4,10,2,16900,0.5,0.3,10,221016,0.1951223,0.2080328,0.1989068,0.3958021,-8582.698,-9450.406,-8713.488,-15893.82,454.1777,2.816642,3.856352,3.108154,9,9,9,9
"810",1,10,2,32400,0.5,0.3,10,949620,0.925791,0.1083475,0.1032356,0.1716448,0,0,0,0,-1,1.268231,1.613292,1.225946,-1,2,2,2
"910",1,10,2,74529,0.5,0.3,10,2032,0.9850629,0.09064574,0.08557853,0.1738938,0,0,0,0,-1,2.7779,3.837761,2.494062,-1,2,2,2
"1010",1,10,2,149769,0.5,0.3,10,220954,0.9609269,0.07450382,0.06956506,0.173224,0,0,0,0,-1,8.766621,16.48586,8.96891,-1,2,2,2
"1110",1,10,2,302500,0.5,0.3,10,67495,0.9111724,0.06236698,0.05795266,0.1720647,0,0,0,0,-1,57.89247,79.56437,50.05425,-1,2,2,2
"1910",1,10,2,32400,0.5,0.3,10,897045,0.970158,0.1088157,0.1040282,0.1724419,0,0,0,0,-1,5.020766,7.468003,4.644286,-1,2,2,2
"2010",1,10,2,74529,0.5,0.3,10,541786,0.8978795,0.09050989,0.08548755,0.1737126,0,0,0,0,-1,12.93651,17.1847,11.28991,-1,2,2,2
"2110",1,10,2,149769,0.5,0.3,10,635689,0.9083093,0.07561426,0.07047646,0.1722628,0,0,0,0,-1,26.49489,35.3439,23.29584,-1,2,2,2
"2210",1,10,2,302500,0.5,0.3,10,187888,0.9658679,0.06646657,0.06217081,0.1724867,0,0,0,0,-1,54.8578,73.20327,44.86984,-1,2,2,2
"3010",1,10,2,32400,0.5,0.3,10,679023,0.9662868,0.1090915,0.1039678,0.1747371,0,0,0,0,-1,4.906074,7.023997,4.644774,-1,2,2,2
"3110",1,10,2,74529,0.5,0.3,10,342788,1.049348,0.09175379,0.08676472,0.1737708,0,0,0,0,-1,11.88639,17.57253,11.79533,-1,2,2,2
"3210",1,10,2,149769,0.5,0.3,10,609312,0.9514042,0.07745229,0.07261313,0.1724153,0,0,0,0,-1,24.20972,35.4402,22.4604,-1,2,2,2
"331",1,10,2,302500,0.5,0.3,10,44372,0.9811856,0.06299564,0.05852865,0.1729165,0,0,0,0,-1,55.80918,70.91945,47.59703,-1,2,2,2
"411",1,10,2,32400,0.5,0.3,10,239108,0.9430701,0.1083866,0.1036812,0.1757396,0,0,0,0,-1,4.871264,6.850754,4.65577,-1,2,2,2
"421",1,10,2,74529,0.5,0.3,10,379723,1.04244,0.08983972,0.08482491,0.1737622,0,0,0,0,-1,11.73974,18.65356,10.83683,-1,2,2,2
"431",1,10,2,149769,0.5,0.3,10,884527,1.019077,0.07635369,0.07164521,0.1730172,0,0,0,0,-1,29.41514,45.14682,27.46247,-1,2,2,2
"441",1,10,2,302500,0.5,0.3,10,577900,1.00572,0.06359874,0.0592181,0.1723368,0,0,0,0,-1,41.13854,64.94055,46.71762,-1,2,2,2
"521",1,10,2,32400,0.5,0.3,10,847412,0.9554547,0.1094369,0.1048634,0.172132,0,0,0,0,-1,3.582575,5.220136,3.422296,-1,2,2,2
"531",1,10,2,74529,0.5,0.3,10,65221,1.069169,0.08888503,0.08371898,0.1727157,0,0,0,0,-1,8.214667,11.56292,7.37958,-1,2,2,2
"541",1,10,2,149769,0.5,0.3,10,294872,1.050713,0.07599695,0.07120259,0.173792,0,0,0,0,-1,16.88887,23.5586,14.41664,-1,2,2,2
"551",1,10,2,302500,0.5,0.3,10,924390,1.002805,0.0628361,0.05827297,0.1726872,0,0,0,0,-1,20.10648,24.71824,15.78275,-1,2,2,2
"631",1,10,2,32400,0.5,0.3,10,935366,0.9956281,0.1084491,0.1041865,0.1727579,0,0,0,0,-1,1.585192,2.047976,1.567569,-1,2,2,2
"641",1,10,2,74529,0.5,0.3,10,517997,0.9738081,0.08807856,0.08318829,0.1711398,0,0,0,0,-1,3.290257,4.353768,3.66184,-1,2,2,2
"651",1,10,2,149769,0.5,0.3,10,829683,0.9522018,0.07822119,0.07353151,0.1726373,0,0,0,0,-1,6.914729,8.794134,6.031539,-1,2,2,2
"661",1,10,2,302500,0.5,0.3,10,895006,1.026422,0.06315439,0.05882512,0.1722234,0,0,0,0,-1,13.11961,15.42993,10.5122,-1,2,2,2
"741",1,10,2,32400,0.5,0.3,10,581302,1.04462,0.1051523,0.1006046,0.1700647,0,0,0,0,-1,1.126028,1.491286,1.074452,-1,2,2,2
"751",1,10,2,74529,0.5,0.3,10,697709,0.9524891,0.09240957,0.08741935,0.172541,0,0,0,0,-1,2.655572,3.556274,2.402962,-1,2,2,2
"761",1,10,2,149769,0.5,0.3,10,924929,0.9726565,0.07658252,0.07174701,0.1737398,0,0,0,0,-1,5.489094,7.252205,5.074082,-1,2,2,2
"771",1,10,2,302500,0.5,0.3,10,104295,1.092605,0.06083923,0.05635407,0.17386,0,0,0,0,-1,25.07603,16.86103,17.22383,-1,2,2,2
"851",1,10,2,32400,0.5,0.3,10,591013,1.056764,0.1073698,0.1023488,0.1724799,0,0,0,0,-1,1.195456,1.48051,1.018509,-1,2,2,2
"861",1,10,2,74529,0.5,0.3,10,102855,1.028728,0.09060795,0.08586695,0.1724081,0,0,0,0,-1,2.65724,3.601307,2.529383,-1,2,2,2
"871",1,10,2,149769,0.5,0.3,10,923446,0.9566934,0.07386572,0.06891085,0.1723322,0,0,0,0,-1,5.684912,7.262693,5.371652,-1,2,2,2
"881",1,10,2,302500,0.5,0.3,10,428971,1.042743,0.06271933,0.0581672,0.1732913,0,0,0,0,-1,12.42967,26.26997,10.1105,-1,2,2,2
"961",1,10,2,32400,0.5,0.3,10,162490,1.018082,0.1091295,0.1042945,0.1715861,0,0,0,0,-1,1.702983,1.615349,1.150485,-1,2,2,2
"971",1,10,2,74529,0.5,0.3,10,304274,0.9996133,0.08881081,0.08377583,0.1720183,0,0,0,0,-1,2.57718,3.425412,2.492781,-1,2,2,2
"981",1,10,2,149769,0.5,0.3,10,571518,1.015124,0.07502358,0.07006029,0.1737634,0,0,0,0,-1,6.273863,7.288723,5.049036,-1,2,2,2
"991",1,10,2,302500,0.5,0.3,10,305250,0.9658582,0.06225071,0.05766566,0.172829,0,0,0,0,-1,21.76566,31.37093,19.61754,-1,2,2,2
"1071",1,10,2,32400,0.5,0.3,10,474695,0.9683957,0.110874,0.1057911,0.1734916,0,0,0,0,-1,2.014627,3.13611,2.042224,-1,2,2,2
"1081",1,10,2,74529,0.5,0.3,10,306784,0.9965575,0.09199534,0.08701341,0.1723219,0,0,0,0,-1,5.002694,7.788985,4.850156,-1,2,2,2
"1091",1,10,2,149769,0.5,0.3,10,196909,1.068958,0.07597945,0.07092418,0.1747852,0,0,0,0,-1,11.65242,14.51146,10.65058,-1,2,2,2
"1101",1,10,2,302500,0.5,0.3,10,409310,0.8883535,0.06067892,0.05605605,0.171445,0,0,0,0,-1,13.63491,15.87535,10.77245,-1,2,2,2
"1100",1,10,2,256,0.5,0.3,10,415492,0.1697206,0.1696648,0.1697152,0.170412,0,0,0,0,0.2043633,0.3232248,0.05219817,0.02240992,2,2,2,2
"2100",1,10,2,625,0.5,0.3,10,397639,0.1735339,0.174905,0.1736168,0.1768434,0,0,0,0,0.2879357,0.03357649,0.04378438,0.02973461,2,2,2,2
"332",1,10,2,1089,0.5,0.3,10,728841,0.1747886,0.1774114,0.1749629,0.1865601,0,0,0,0,1.792445,0.08616996,0.08704662,0.05828714,2,2,2,2
"410",1,10,2,2025,0.5,0.3,10,566425,0.1610468,0.1620057,0.1611325,0.1755836,0,0,0,0,4.595577,0.1052334,0.1394031,0.09354901,2,2,2,2
"510",1,10,2,4096,0.5,0.3,10,424823,0.1452428,0.148386,0.1454295,0.1736201,0,0,0,0,14.28339,0.1756001,0.2271307,0.1753018,2,2,2,2
"610",1,10,2,8100,0.5,0.3,10,195173,0.1364553,0.1400245,0.1365428,0.1777853,0,0,0,0,46.11443,0.3443346,0.4409022,0.3414986,2,2,2,2
"710",1,10,2,16900,0.5,0.3,10,326068,0.118256,0.1229141,0.1185673,0.1746594,0,0,0,0,248.8043,0.8058453,0.9911976,0.6879289,2,2,2,2
"811",1,10,2,256,0.5,0.3,10,578316,0.1566356,0.157445,0.1566394,0.1579253,0,0,0,0,0.1160309,0.02771854,0.4019194,0.03478622,2,2,2,2
"911",1,10,2,625,0.5,0.3,10,807758,0.1687853,0.1686753,0.1688291,0.1735338,0,0,0,0,0.2971625,0.03241515,0.04839706,0.03366232,2,2,2,2
"1011",1,10,2,1089,0.5,0.3,10,196535,0.1628994,0.1638084,0.1629183,0.1730473,0,0,0,0,1.037681,0.05589342,0.08673811,0.05476761,2,2,2,2
"1111",1,10,2,2025,0.5,0.3,10,753399,0.1513374,0.1534125,0.1513722,0.1686916,0,0,0,0,2.990973,0.103884,0.1389482,0.1164377,2,2,2,2
"1210",1,10,2,4096,0.5,0.3,10,260501,0.1498943,0.1526724,0.1499653,0.1766539,0,0,0,0,12.81646,0.2070463,0.2601931,0.2036128,2,2,2,2
"1310",1,10,2,8100,0.5,0.3,10,34804,0.1376201,0.141292,0.137776,0.1752996,0,0,0,0,48.74341,0.2919078,0.3507593,0.2789783,2,2,2,2
"1410",1,10,2,16900,0.5,0.3,10,531726,0.1197159,0.1239682,0.1198037,0.1751223,0,0,0,0,226.4497,0.653641,1.06552,0.548964,2,2,2,2
"1510",1,10,2,256,0.5,0.3,10,411317,0.1909557,0.1909372,0.1909369,0.1920005,0,0,0,0,0.08116102,0.02664542,0.04191804,0.02456188,2,2,2,2
"1610",1,10,2,625,0.5,0.3,10,82065,0.1761942,0.178168,0.1761969,0.1815657,0,0,0,0,0.4455714,0.04053879,0.05360675,0.03807378,2,2,2,2
"1710",1,10,2,1089,0.5,0.3,10,148190,0.1685374,0.1694216,0.1685967,0.176982,0,0,0,0,0.9614527,0.05843616,0.08692861,0.05644846,2,2,2,2
"1810",1,10,2,2025,0.5,0.3,10,8790,0.1621001,0.163747,0.1621571,0.1775489,0,0,0,0,3.265778,0.1030927,0.127296,0.09964848,2,2,2,2
"1911",1,10,2,4096,0.5,0.3,10,9449,0.1448173,0.1478003,0.1447348,0.1694551,0,0,0,0,13.6578,0.1913021,0.2527912,0.17191,2,2,2,2
"2011",1,10,2,8100,0.5,0.3,10,800521,0.1326572,0.1362933,0.132823,0.172511,0,0,0,0,53.52977,0.3686705,0.4644005,0.3649464,2,2,2,2
"2111",1,10,2,16900,0.5,0.3,10,403836,0.11984,0.1243729,0.1197283,0.1747267,0,0,0,0,247.4356,0.7588429,0.9726326,0.639487,2,2,2,2
"2211",1,10,2,256,0.5,0.3,10,277053,0.1715264,0.1713397,0.1715292,0.1727634,0,0,0,0,0.05666137,0.02148247,0.3865843,0.01758862,2,2,2,2
"2310",1,10,2,625,0.5,0.3,10,159599,0.161072,0.1613456,0.1611062,0.1656468,0,0,0,0,0.3891521,0.03765297,0.05909228,0.0431478,2,2,2,2
"2410",1,10,2,1089,0.5,0.3,10,85142,0.1469213,0.1469639,0.147031,0.1546533,0,0,0,0,1.01434,0.04968882,0.07894802,0.05504608,2,2,2,2
"2510",1,10,2,2025,0.5,0.3,10,827039,0.156123,0.1579785,0.1563349,0.1696578,0,0,0,0,3.193347,0.08730125,0.1340272,0.09485006,2,2,2,2
"2610",1,10,2,4096,0.5,0.3,10,388335,0.1458776,0.1486886,0.1459611,0.1721342,0,0,0,0,12.82082,0.1830602,0.2675252,0.1865349,2,2,2,2
"2710",1,10,2,8100,0.5,0.3,10,918790,0.1350431,0.1388177,0.1349963,0.1739214,0,0,0,0,53.24186,0.3470979,0.4820549,0.3550367,2,2,2,2
"2810",1,10,2,16900,0.5,0.3,10,458068,0.1171831,0.1211925,0.1173693,0.1726162,0,0,0,0,248.6352,0.7318544,0.9675121,0.7077374,2,2,2,2
"2910",1,10,2,256,0.5,0.3,10,927,0.1690344,0.1689336,0.1690166,0.1708353,0,0,0,0,0.07767415,0.03064466,0.981437,0.02927184,2,2,2,2
"3011",1,10,2,625,0.5,0.3,10,459262,0.1622058,0.162745,0.1622023,0.1679193,0,0,0,0,0.3855615,0.03486681,0.06135535,0.0375917,2,2,2,2
"3111",1,10,2,1089,0.5,0.3,10,516840,0.1639464,0.1661504,0.1641411,0.1759473,0,0,0,0,1.025718,0.06040621,0.09619331,0.06215477,2,2,2,2
"3211",1,10,2,2025,0.5,0.3,10,76148,0.1530848,0.1545519,0.1531557,0.1655553,0,0,0,0,3.305144,0.1133659,0.1500185,0.1100185,2,2,2,2
"333",1,10,2,4096,0.5,0.3,10,673702,0.1485207,0.1511919,0.1485291,0.1753183,0,0,0,0,13.10537,0.1808362,0.2693739,0.1965756,2,2,2,2
"341",1,10,2,8100,0.5,0.3,10,479819,0.1309959,0.1351356,0.1308858,0.1728441,0,0,0,0,49.58094,0.3828623,0.4621038,0.366909,2,2,2,2
"351",1,10,2,16900,0.5,0.3,10,403900,0.1189047,0.1236595,0.1190332,0.1744847,0,0,0,0,234.4821,0.5945086,0.7735655,0.5487833,2,2,2,2
"361",1,10,2,256,0.5,0.3,10,332669,0.1756602,0.1756089,0.1756863,0.1774142,0,0,0,0,0.0998404,0.02545142,0.04546475,0.02531505,2,2,2,2
"371",1,10,2,625,0.5,0.3,10,902128,0.1805566,0.1812825,0.1805543,0.1853882,0,0,0,0,0.3674154,0.04048467,0.05677104,0.03985357,2,2,2,2
"381",1,10,2,1089,0.5,0.3,10,794372,0.1607576,0.1612467,0.160921,0.1706448,0,0,0,0,1.059097,0.05675697,0.08343625,0.05479193,2,2,2,2
"391",1,10,2,2025,0.5,0.3,10,681330,0.1604758,0.1611625,0.1605174,0.1752015,0,0,0,0,3.395659,0.09562635,0.1488521,0.08914852,2,2,2,2
"401",1,10,2,4096,0.5,0.3,10,983015,0.1402703,0.1426658,0.1404327,0.167086,0,0,0,0,11.94807,0.1564612,0.2133536,0.154918,2,2,2,2
"412",1,10,2,8100,0.5,0.3,10,221571,0.1299794,0.1337627,0.130179,0.1696977,0,0,0,0,44.50086,0.3043838,0.3520458,0.2709126,2,2,2,2
"422",1,10,2,16900,0.5,0.3,10,947812,0.118823,0.1231381,0.1188626,0.1749762,0,0,0,0,240.8078,0.9789999,0.7353821,0.6665599,2,2,2,2
"432",1,10,2,256,0.5,0.3,10,557279,0.1861942,0.1863827,0.1862049,0.1869851,0,0,0,0,0.0898869,0.02423644,0.1246216,0.02752781,2,2,2,2
"442",1,10,2,625,0.5,0.3,10,966689,0.1643955,0.1656235,0.1644761,0.168342,0,0,0,0,0.3651986,0.03508425,0.04915524,0.03774643,2,2,2,2
"451",1,10,2,1089,0.5,0.3,10,742231,0.1697052,0.1715433,0.1699424,0.177824,0,0,0,0,1.027795,0.07221317,0.09086919,0.06662464,2,2,2,2
"461",1,10,2,2025,0.5,0.3,10,907044,0.1486377,0.1509346,0.1488883,0.1634688,0,0,0,0,3.341737,0.09180665,0.150054,0.09249711,2,2,2,2
"471",1,10,2,4096,0.5,0.3,10,992850,0.1488501,0.1516261,0.1488513,0.174934,0,0,0,0,12.79793,0.1624408,0.2222121,0.1517513,2,2,2,2
"481",1,10,2,8100,0.5,0.3,10,910928,0.1329546,0.1365317,0.1332682,0.173423,0,0,0,0,50.3947,0.3736746,0.4363165,0.3463042,2,2,2,2
"491",1,10,2,16900,0.5,0.3,10,541748,0.122103,0.1262739,0.1223239,0.1760394,0,0,0,0,239.0334,0.5714583,0.9437408,0.688972,2,2,2,2
"501",1,10,2,256,0.5,0.3,10,939829,0.1569743,0.15673,0.1569693,0.1565891,0,0,0,0,0.09504628,0.0248704,0.04628158,0.0228467,2,2,2,2
"511",1,10,2,625,0.5,0.3,10,701802,0.1668061,0.1674657,0.1667917,0.1725896,0,0,0,0,0.4158843,0.04173422,0.05957055,0.04596901,2,2,2,2
"522",1,10,2,1089,0.5,0.3,10,836058,0.147529,0.149092,0.1476922,0.1556941,0,0,0,0,1.491181,0.05306458,0.09517121,0.05751038,2,2,2,2
"532",1,10,2,2025,0.5,0.3,10,151226,0.1641165,0.1660956,0.1642789,0.1794059,0,0,0,0,2.667203,0.1022019,0.1376498,0.1011555,2,2,2,2
"542",1,10,2,4096,0.5,0.3,10,801007,0.1371751,0.1397697,0.137206,0.1634864,0,0,0,0,14.14208,0.2009189,0.3043969,0.2022262,2,2,2,2
"552",1,10,2,8100,0.5,0.3,10,845818,0.1339354,0.1369418,0.1340224,0.1749262,0,0,0,0,50.1856,0.317147,0.390852,0.2919445,2,2,2,2
"561",1,10,2,16900,0.5,0.3,10,92559,0.116447,0.1203204,0.1164928,0.17011,0,0,0,0,239.1288,0.6756628,0.8093061,0.6712589,2,2,2,2
"571",1,10,2,256,0.5,0.3,10,773615,0.1553833,0.1560312,0.1553742,0.1582778,0,0,0,0,0.06129527,0.0283289,0.06598544,0.02582288,2,2,2,2
"581",1,10,2,625,0.5,0.3,10,496794,0.1733918,0.174611,0.1734312,0.1789212,0,0,0,0,0.262135,0.03897142,0.04437017,0.03315592,2,2,2,2
"591",1,10,2,1089,0.5,0.3,10,974272,0.1630029,0.1635716,0.1629694,0.1721642,0,0,0,0,0.7718496,0.05481243,0.06804299,0.04532099,2,2,2,2
"601",1,10,2,2025,0.5,0.3,10,562480,0.151942,0.153252,0.1518489,0.1671298,0,0,0,0,3.187917,0.08236957,0.2430582,0.1183281,2,2,2,2
"611",1,10,2,4096,0.5,0.3,10,590235,0.144012,0.1465338,0.1439159,0.1689519,0,0,0,0,11.74963,0.1446972,0.2071722,0.1451805,2,2,2,2
"621",1,10,2,8100,0.5,0.3,10,866558,0.1349779,0.1385604,0.1352168,0.1754857,0,0,0,0,45.10208,0.2850313,0.6628621,0.2725995,2,2,2,2
"632",1,10,2,16900,0.5,0.3,10,16647,0.1169498,0.1214178,0.1171334,0.171456,0,0,0,0,238.6146,0.7508917,1.206014,0.6559386,2,2,2,2
"642",1,10,2,256,0.5,0.3,10,945975,0.1578487,0.1585133,0.1578283,0.1597606,0,0,0,0,0.08988261,0.02839184,0.04215455,0.02643895,2,2,2,2
"652",1,10,2,625,0.5,0.3,10,258179,0.1618743,0.1614375,0.1619439,0.1649556,0,0,0,0,0.3411787,0.04022861,0.05957627,0.03839254,2,2,2,2
"662",1,10,2,1089,0.5,0.3,10,862360,0.1740436,0.1755196,0.174138,0.1823924,0,0,0,0,0.9034624,0.05970001,0.07925057,0.05083251,2,2,2,2
"671",1,10,2,2025,0.5,0.3,10,644306,0.1528003,0.1553539,0.1530824,0.1721867,0,0,0,0,3.255568,0.08105922,0.1344557,0.09181452,2,2,2,2
"681",1,10,2,4096,0.5,0.3,10,995988,0.1514994,0.154863,0.1516856,0.1784111,0,0,0,0,12.85762,0.2119696,0.2653699,0.1916189,2,2,2,2
"691",1,10,2,8100,0.5,0.3,10,279137,0.1383257,0.1424286,0.1384202,0.1785053,0,0,0,0,49.07623,0.3650973,0.4883144,0.3734765,2,2,2,2
"701",1,10,2,16900,0.5,0.3,10,231695,0.1167929,0.1208964,0.1169262,0.1717424,0,0,0,0,234.9695,0.7653949,0.9788485,0.7261822,2,2,2,2
